,Season,TeamID,Season_ELO
108,2001,1105,1433.9158602006496
109,2002,1105,1446.6055260253684
110,2003,1105,1288.171400876101
111,2004,1105,1250.6673051228754
112,2005,1105,1325.6024886192379
113,2006,1105,1314.087980401395
114,2007,1105,1207.5232476241747
115,2008,1105,1230.0261546842396
116,2009,1105,1160.6603261308883
117,2010,1105,1147.876177555673
118,2011,1105,1177.427002893257
119,2012,1105,1104.7411337574763
120,2013,1105,1100.4138294339841
121,2014,1105,1155.2879021784672
122,2015,1105,1133.438731647427
123,2016,1105,1138.438338249901
124,2017,1105,1023.7283565143929
125,2018,1105,954.1369898099935
126,1985,1106,1459.9096173180967
127,1986,1106,1408.0494885134412
128,1987,1106,1390.5510237703902
129,1988,1106,1309.4265006313635
130,1989,1106,1354.5142644865628
131,1990,1106,1373.1206687440792
132,1991,1106,1425.8660199798505
133,1992,1106,1389.5803586660866
134,1993,1106,1397.1977205993746
135,1994,1106,1449.1569114389317
136,1995,1106,1378.7924909790092
137,1996,1106,1226.8905332536692
138,1997,1106,1206.1019565247525
139,1998,1106,1229.1964641727016
140,1999,1106,1255.7759237502516
141,2000,1106,1287.819224336381
142,2001,1106,1434.8579740437428
143,2002,1106,1421.1076964591234
144,2003,1106,1360.7942423349305
145,2004,1106,1358.883707315835
146,2005,1106,1324.1482405596425
147,2006,1106,1282.8185946490212
148,2007,1106,1219.2533316027275
149,2008,1106,1345.346084537688
150,2009,1106,1416.1200012497795
151,2010,1106,1367.8465777409554
152,2011,1106,1328.257536798202
153,2012,1106,1240.4834152904778
154,2013,1106,1152.3143053805506
155,2014,1106,1216.0008837734588
156,2015,1106,1282.8953418948697
157,2016,1106,1250.8717999941173
158,2017,1106,1133.4773694216
159,2018,1106,1107.1682752845716
160,2000,1107,1356.8305039288186
161,2001,1107,1197.518017418375
162,2002,1107,1166.8685917086939
163,2003,1107,1117.1690277744829
164,2004,1107,1092.3198800547657
165,2005,1107,1256.2032836472677
166,2006,1107,1415.8230432471382
167,2007,1107,1496.422734074191
168,2008,1107,1435.0167061390002
169,2009,1107,1364.9133610091408
170,2010,1107,1267.6348467748048
171,2011,1107,1337.3046813994322
172,2012,1107,1403.5072839699806
173,2013,1107,1467.755730626322
174,2014,1107,1464.338239383662
175,2015,1107,1522.4236519340911
176,2016,1107,1562.9565288664767
177,2017,1107,1542.457300817156
178,2018,1107,1527.0699528277669
179,1985,1108,1595.5514448094464
180,1986,1108,1580.7594920945946
181,1987,1108,1387.4657908969634
182,1988,1108,1355.1843843495471
183,1989,1108,1253.532636339805
184,1990,1108,1251.0795055326187
185,1991,1108,1258.9542534859202
186,1992,1108,1315.9860406486691
187,1993,1108,1297.6144066413144
188,1994,1108,1216.8645737613379
189,1995,1108,1179.8227135632303
190,1996,1108,1213.7970738554575
191,1997,1108,1269.3615074167199
192,1998,1108,1262.925294691505
193,1999,1108,1453.0964063769143
194,2000,1108,1479.9391195273574
195,2001,1108,1413.7376458918875
196,2002,1108,1470.600959022151
197,2003,1108,1363.1738396291196
198,2004,1108,1248.8430507906487
199,2005,1108,1143.3402124004058
200,2006,1108,1139.4487796949627
201,2007,1108,1139.3193893915243
202,2008,1108,1092.7662269316093
203,2009,1108,1035.9674126722368
204,2010,1108,951.7270662074484
205,2011,1108,957.2516923523926
206,2012,1108,1028.2759942743553
207,2013,1108,1061.0683326509843
208,2014,1108,1097.704652315229
209,2015,1108,1041.6812438550692
210,2016,1108,1135.3882356500328
211,2017,1108,1241.114525341087
212,2018,1108,1153.5126946028793
213,1985,1109,1244.296637090284
214,1986,1109,1224.5675231583814
215,1987,1109,1230.379295430108
216,1988,1109,1244.1953465495722
217,1989,1109,1261.8214455633363
218,1990,1109,1295.3650056490585
219,1991,1109,1169.6718186253677
220,1985,1110,1408.8633551364505
221,1986,1110,1378.100135011057
222,1987,1110,1385.7432740744575
223,1988,1110,1429.5282897907136
224,1989,1110,1462.5469621561026
225,1990,1110,1534.7229738964052
226,1991,1110,1475.1608352907947
227,1992,1110,1452.309597286135
228,1993,1110,1456.7621049639222
229,1994,1110,1372.8863136060888
230,1995,1110,1375.7146921776966
231,1996,1110,1404.0899974068893
232,1997,1110,1396.9964068009917
233,1998,1110,1372.3762702574431
234,1999,1110,1307.2300959096585
235,2000,1110,1347.8130148192167
236,2001,1110,1308.356064354158
237,2002,1110,1376.5073686643345
238,2003,1110,1423.544039486244
239,2004,1110,1443.0430436899453
240,2005,1110,1427.5356093294747
241,2006,1110,1366.3974937979885
242,2007,1110,1398.9785011938748
243,2008,1110,1467.8599717238876
244,2009,1110,1561.3673724424004
245,2010,1110,1383.4901106916168
246,2011,1110,1439.963127190319
247,2012,1110,1471.547712361966
248,2013,1110,1340.1222014870466
249,2014,1110,1483.905737471892
250,2015,1110,1464.724028167671
251,2016,1110,1363.608296075047
252,2017,1110,1282.8888934339227
253,2018,1110,1223.3987156662722
254,1985,1111,1466.1392575462241
255,1986,1111,1449.7258806852396
256,1987,1111,1350.0189676535274
257,1988,1111,1397.6502518613613
258,1989,1111,1496.6552170898674
259,1990,1111,1533.3487948879442
260,1991,1111,1494.145030662034
261,1992,1111,1484.270671005361
262,1993,1111,1444.1793193828137
263,1994,1111,1469.8146702948034
264,1995,1111,1374.1715560187656
265,1996,1111,1297.5416352402967
266,1997,1111,1407.1920979391803
267,1998,1111,1482.299294223593
268,1999,1111,1538.1163501502226
269,2000,1111,1613.063102514749
270,2001,1111,1387.9163799360247
271,2002,1111,1327.5883450768565
272,2003,1111,1424.8518353774268
273,2004,1111,1362.3616805464972
274,2005,1111,1450.8875713477314
275,2006,1111,1436.0680344882153
276,2007,1111,1599.7173687986458
277,2008,1111,1547.6466673563934
278,2009,1111,1454.3081663421624
279,2010,1111,1550.2805939361208
280,2011,1111,1490.7185429228525
281,2012,1111,1414.7750985814935
282,2013,1111,1399.0413950886284
283,2014,1111,1273.2040409764822
284,2015,1111,1307.445089739253
285,2016,1111,1301.2400140980933
286,2017,1111,1279.3808019694159
287,2018,1111,1369.538200452564
288,1985,1112,1600.6737753194095
289,1986,1112,1675.9249805276115
290,1987,1112,1698.5363504274032
291,1988,1112,1855.2692180474046
292,1989,1112,1945.240168988995
293,1990,1112,1949.261543474935
294,1991,1112,1932.338481102974
295,1992,1112,1943.9484510287734
296,1993,1112,1966.031122333568
297,1994,1112,1974.462857730294
298,1995,1112,1958.716421759763
299,1996,1112,1939.630019569621
300,1997,1112,1914.624910352227
301,1998,1112,2018.2246386410764
302,1999,1112,1981.9926079812615
303,2000,1112,1975.4071867252662
304,2001,1112,2014.3703001254648
305,2002,1112,1970.9864141388093
306,2003,1112,2039.1692037695368
307,2004,1112,1957.3107318352324
308,2005,1112,1964.3967634579194
309,2006,1112,1889.9825759117343
310,2007,1112,1863.4913659501499
311,2008,1112,1832.790190686576
312,2009,1112,1822.4438414359154
313,2010,1112,1771.9845761058752
314,2011,1112,1848.2570165869658
315,2012,1112,1853.4316455580563
316,2013,1112,1872.07365781798
317,2014,1112,1965.1186818928772
318,2015,1112,2056.6734099638397
319,2016,1112,2014.9445174900484
320,2017,1112,2041.9203148650558
321,2018,1112,2010.5977509911231
322,1985,1113,1450.5263790379786
323,1986,1113,1460.4229134430248
324,1987,1113,1465.8776508519452
325,1988,1113,1460.194088484951
326,1989,1113,1447.4629791609423
327,1990,1113,1492.3593373220485
328,1991,1113,1627.9445122860823
329,1992,1113,1619.468055863604
330,1993,1113,1679.0203553550593
331,1994,1113,1682.4656223327377
332,1995,1113,1761.2454354015404
333,1996,1113,1627.8549191511147
334,1997,1113,1524.4184606337517
335,1998,1113,1600.3769818898547
336,1999,1113,1604.4408462016704
337,2000,1113,1697.6141349939476
338,2001,1113,1683.2967104183624
339,2002,1113,1681.510278187323
340,2003,1113,1775.7777881888685
341,2004,1113,1656.2898785577884
342,2005,1113,1698.7198443334303
343,2006,1113,1616.3187549035908
344,2007,1113,1546.671020963894
345,2008,1113,1689.1280406829462
346,2009,1113,1824.4691339930334
347,2010,1113,1825.3785741802951
348,2011,1113,1682.6461827233163
349,2012,1113,1567.846302055153
350,2013,1113,1635.2146656911725
351,2014,1113,1717.838081174007
352,2015,1113,1726.3578506960473
353,2016,1113,1684.4925207477804
354,2017,1113,1647.6039753913633
355,2018,1113,1739.4175263425502
356,1985,1114,1547.4920572782942
357,1986,1114,1606.4893056006522
358,1987,1114,1582.87985256083
359,1988,1114,1613.6880683030943
360,1989,1114,1684.7959859362666
361,1990,1114,1657.2630201490535
362,1991,1114,1491.974758151448
363,1992,1114,1504.0848190330362
364,1993,1114,1517.6556996681825
365,1994,1114,1499.8885207695716
366,1995,1114,1562.1932174281799
367,1996,1114,1656.7959545480119
368,1997,1114,1601.1501169396192
369,1998,1114,1522.0511837842696
370,1999,1114,1466.3619119842244
371,2000,1114,1318.9649568098555
372,2001,1114,1439.2424234748348
373,2002,1114,1516.1970618680477
374,2003,1114,1520.6708096128557
375,2004,1114,1532.3974941788094
376,2005,1114,1545.7736121166176
377,2006,1114,1485.5081796806894
378,2007,1114,1417.4003589105082
379,2008,1114,1471.7045013512793
380,2009,1114,1554.0776611677245
381,2010,1114,1397.9302888697173
382,2011,1114,1451.316563997379
383,2012,1114,1454.4012989225662
384,2013,1114,1449.986115903709
385,2014,1114,1422.0116576375212
386,2015,1114,1398.2374499999355
387,2016,1114,1599.894345181143
388,2017,1114,1459.9576806977573
389,2018,1114,1325.9419245160702
390,1999,1115,1226.2067100108927
391,2000,1115,1166.0280931139578
392,2001,1115,1068.228019318323
393,2002,1115,1012.607471602994
394,2003,1115,1010.6435895782757
395,2004,1115,949.5663283265735
396,2005,1115,996.8914084927641
397,2006,1115,1146.9664413677406
398,2007,1115,1188.449509328436
399,2008,1115,1197.9158131724132
400,2009,1115,1242.8211920038996
401,2010,1115,1306.5192728939019
402,2011,1115,1175.6058656759542
403,2012,1115,1165.635364191992
404,2013,1115,1251.5349887663333
405,2014,1115,1196.2212480503392
406,2015,1115,1194.58678243171
407,2016,1115,1113.2454691567716
408,2017,1115,1047.1971599757878
409,2018,1115,1141.7289357471425
410,1985,1116,1584.835428629933
411,1986,1116,1508.1616431264576
412,1987,1116,1573.0828137031904
413,1988,1116,1673.4904173662374
414,1989,1116,1768.4021971474328
415,1990,1116,1840.8559187609192
416,1991,1116,1937.60705218103
417,1992,1116,1934.7247059288582
418,1993,1116,1877.7364312869227
419,1994,1116,1941.8506763882856
420,1995,1116,1919.5330140337926
421,1996,1116,1809.119236292448
422,1997,1116,1751.8247375672825
423,1998,1116,1807.3791121943452
424,1999,1116,1816.04480417444
425,2000,1116,1785.7380536491462
426,2001,1116,1800.690102316225
427,2002,1116,1752.808238278909
428,2003,1116,1635.9992238593459
429,2004,1116,1634.7743048287005
430,2005,1116,1684.584349576589
431,2006,1116,1801.7814736484079
432,2007,1116,1812.4828664643194
433,2008,1116,1820.9732299656473
434,2009,1116,1691.4954792433207
435,2010,1116,1644.0262946212545
436,2011,1116,1659.1807097914984
437,2012,1116,1631.4105377488447
438,2013,1116,1700.1820188802496
439,2014,1116,1746.4880058883148
440,2015,1116,1823.9047281163635
441,2016,1116,1738.6034133338444
442,2017,1116,1809.0594238588003
443,2018,1116,1811.8078036753534
444,1985,1117,1462.7929554836105
445,1986,1117,1501.4851531176873
446,1987,1117,1579.8588338429176
447,1988,1117,1590.4580801105765
448,1989,1117,1631.4771203079788
449,1990,1117,1561.9332096638905
450,1991,1117,1637.2289816581335
451,1992,1117,1622.4032728958844
452,1993,1117,1633.8339387014134
453,1994,1117,1587.6693595616482
454,1995,1117,1399.3306160831105
455,1996,1117,1383.5944911327492
456,1997,1117,1427.5207832045096
457,1998,1117,1550.0152553376088
458,1999,1117,1641.3447583629913
459,2000,1117,1521.1432488101213
460,2001,1117,1465.6781204376068
461,2002,1117,1461.5945190197494
462,2003,1117,1462.039224634826
463,2004,1117,1490.857905487451
464,2005,1117,1479.1415943252705
465,2006,1117,1448.428984943364
466,2007,1117,1477.3884185999557
467,2008,1117,1382.7262514683334
468,2009,1117,1364.0178192546985
469,2010,1117,1442.5930304986232
470,2011,1117,1469.4223535568851
471,2012,1117,1445.763717719927
472,2013,1117,1510.8995572050753
473,2014,1117,1505.6206092511609
474,2015,1117,1366.0248111620117
475,2016,1117,1309.4665050231495
476,2017,1117,1451.5213725566555
477,2018,1117,1341.970525760857
478,1987,1118,1313.3827064853713
479,1985,1119,1511.356739822822
480,1986,1119,1392.9518227937313
481,1987,1119,1411.1880469933294
482,1988,1119,1332.756018035992
483,1989,1119,1370.5617844527126
484,1990,1119,1334.9770440091072
485,1991,1119,1238.027590207112
486,1992,1119,1172.7780599756782
487,1993,1119,1118.619510330781
488,1994,1119,1136.5455338395861
489,1995,1119,1154.9333463993687
490,1996,1119,1098.2502551355674
491,1997,1119,1127.830411458468
492,1998,1119,1090.463055565515
493,1999,1119,1073.0527916080352
494,2000,1119,1041.2120602245648
495,2001,1119,1079.1709914981925
496,2002,1119,1154.5163655138665
497,2003,1119,1063.73854324619
498,2004,1119,1013.6895030616913
499,2005,1119,958.5705341796967
500,2006,1119,944.4386715477226
501,2007,1119,1117.9973858695657
502,2008,1119,1250.8886121366015
503,2009,1119,1286.6613561804083
504,2010,1119,1273.6768340597205
505,2011,1119,1228.129181160358
506,2012,1119,1236.978127785938
507,2013,1119,1357.6372796548326
508,2014,1119,1370.8269868973325
509,2015,1119,1346.9180891884869
510,2016,1119,1374.409651541664
511,2017,1119,1344.472789269615
512,2018,1119,1315.9947439886816
513,1985,1120,1565.5736099499659
514,1986,1120,1641.5460412074347
515,1987,1120,1667.78645938106
516,1988,1120,1691.4979283779678
517,1989,1120,1534.8875222862089
518,1990,1120,1553.0987637553992
519,1991,1120,1541.519981628601
520,1992,1120,1577.6644912820914
521,1993,1120,1656.3970595067412
522,1994,1120,1651.9114253921155
523,1995,1120,1673.9996296794104
524,1996,1120,1663.5387063582675
525,1997,1120,1622.8936433915271
526,1998,1120,1639.5012066372033
527,1999,1120,1863.6876767596905
528,2000,1120,1835.7426039401269
529,2001,1120,1774.0250291851244
530,2002,1120,1690.2143679331361
531,2003,1120,1722.9667591803916
532,2004,1120,1711.0135632498555
533,2005,1120,1646.644427424416
534,2006,1120,1626.824595320614
535,2007,1120,1651.0377535052019
536,2008,1120,1626.515945903369
537,2009,1120,1761.689105467527
538,2010,1120,1678.2024484241863
539,2011,1120,1563.763486660083
540,2012,1120,1570.793358173894
541,2013,1120,1518.129001304845
542,2014,1120,1550.4246770166822
543,2015,1120,1571.3726234430076
544,2016,1120,1531.3413178885444
545,2017,1120,1631.6740502705763
546,2018,1120,1805.0035621640616
547,1985,1121,1364.8016651275054
548,1986,1121,1342.635295016031
549,1987,1121,1264.9732672431292
550,1988,1121,1258.7276434153555
551,1989,1121,1203.0771353283935
552,1990,1121,1185.9824429226949
553,1991,1121,1302.078718112028
554,1985,1122,1383.4465780861606
555,1986,1122,1419.1456067364659
556,1987,1122,1524.127200627331
557,1988,1122,1551.5236621273532
558,1989,1122,1567.101461811931
559,1990,1122,1478.5124416833255
560,1991,1122,1480.7101626967112
561,1992,1122,1395.2914524184998
562,1993,1122,1323.150368621529
563,1994,1122,1338.776785633396
564,1995,1122,1375.90161312411
565,1996,1122,1517.9919281928285
566,1997,1122,1500.6830161273604
567,1998,1122,1460.9699846858348
568,1999,1122,1407.7192088868885
569,2000,1122,1475.4216698501
570,2001,1122,1512.358524873148
571,2002,1122,1445.2075856480699
572,2003,1122,1527.9620509229605
573,2004,1122,1585.5287363705227
574,2005,1122,1483.9777920474235
575,2006,1122,1483.3221021920388
576,2007,1122,1521.3991841892769
577,2008,1122,1566.5536773882025
578,2009,1122,1506.1012048561533
579,2010,1122,1462.562056360351
580,2011,1122,1485.3073454128805
581,2012,1122,1418.4247444486628
582,2013,1122,1270.7854508280411
583,2014,1122,1249.9350126980366
584,2015,1122,1209.1459841854155
585,2016,1122,1344.4958409266517
586,2017,1122,1307.599045794353
587,2018,1122,1391.979757923412
588,1985,1123,1497.452249746594
589,1986,1123,1584.9567737134096
590,1987,1123,1467.8710421999785
591,1988,1123,1430.0117523548458
592,1989,1123,1637.1442785260251
593,1990,1123,1702.1108699042718
594,1991,1123,1655.3080191275596
595,1992,1123,1667.7058523810863
596,1993,1123,1681.5388971376556
597,1994,1123,1608.9800251674546
598,1995,1123,1633.8052132796277
599,1996,1123,1608.2598569986108
600,1997,1123,1559.355178548096
601,1998,1123,1641.4369307171835
602,1999,1123,1598.1827474167358
603,2000,1123,1662.6024708624766
604,2001,1123,1639.0747622351687
605,2002,1123,1672.5463498104514
606,2003,1123,1562.8953232532422
607,2004,1123,1546.2777005266516
608,2005,1123,1575.5226739527684
609,2006,1123,1499.3310046094493
610,2007,1123,1434.0712550154822
611,2008,1123,1363.6336109687868
612,2009,1123,1401.1025055649811
613,2010,1123,1413.699987933327
614,2011,1123,1480.5511694976544
615,2012,1123,1454.8809176120974
616,2013,1123,1443.55671397212
617,2014,1123,1325.5622263671692
618,2015,1123,1272.0523701949132
619,2016,1123,1425.5145308354142
620,2017,1123,1514.4693499164312
621,2018,1123,1543.228615973106
622,1985,1124,1431.1729468703668
623,1986,1124,1390.9241652452808
624,1987,1124,1493.5691025851227
625,1988,1124,1623.9407743842605
626,1989,1124,1382.5453798470303
627,1990,1124,1483.4313586553626
628,1991,1124,1477.4283713733184
629,1992,1124,1494.8426203671004
630,1993,1124,1529.0010294693195
631,1994,1124,1543.239435575591
632,1995,1124,1433.4918030172728
633,1996,1124,1411.8765216200966
634,1997,1124,1543.0114579268957
635,1998,1124,1590.1165652441878
636,1999,1124,1446.556180457493
637,2000,1124,1472.0752889497955
638,2001,1124,1597.6571780500565
639,2002,1124,1563.7101067869532
640,2003,1124,1579.6971098192485
641,2004,1124,1479.919629221194
642,2005,1124,1417.2410711615046
643,2006,1124,1475.1526173157679
644,2007,1124,1533.469861005698
645,2008,1124,1666.6296821983085
646,2009,1124,1725.820007209613
647,2010,1124,1861.79062091339
648,2011,1124,1778.5066234900246
649,2012,1124,1905.069382586663
650,2013,1124,1876.3131886507294
651,2014,1124,1886.2695495424618
652,2015,1124,1925.88956490055
653,2016,1124,1886.389822975695
654,2017,1124,1954.2181180800044
655,2018,1124,1880.178904590321
656,2000,1125,1338.837756492386
657,2001,1125,1345.16801216135
658,2002,1125,1306.890399791542
659,2003,1125,1410.2495907188793
660,2004,1125,1502.327980715956
661,2005,1125,1452.6609972165484
662,2006,1125,1514.8276981066558
663,2007,1125,1574.352938304993
664,2008,1125,1614.607440043274
665,2009,1125,1546.8493514347476
666,2010,1125,1538.65156269094
667,2011,1125,1694.4206257069382
668,2012,1125,1728.7243999573975
669,2013,1125,1770.1748619575765
670,2014,1125,1718.56357522409
671,2015,1125,1664.4225588551706
672,2016,1125,1609.5632423192521
673,2017,1125,1634.9433362735099
674,2018,1125,1629.8441013705337
675,1985,1126,1349.07608501154
676,1986,1126,1274.6922663182293
677,1987,1126,1275.1453597426707
678,1988,1126,1264.9051792964156
679,1989,1126,1308.743937071432
680,1990,1126,1278.397078788209
681,1991,1126,1169.4764692635606
682,1992,1126,1099.0601984363288
683,1993,1126,1070.7856879030496
684,1994,1126,1139.6115059923422
685,1995,1126,1221.932410056002
686,1996,1126,1218.7810671525008
687,1997,1126,1242.6895227380792
688,1998,1126,1078.896346709391
689,1999,1126,1171.7993387799738
690,2000,1126,1280.7512473910635
691,2001,1126,1165.773645532767
692,2002,1126,1186.2373879529875
693,2003,1126,1153.0302733505164
694,2004,1126,1109.7772414095991
695,2005,1126,1151.3960273302987
696,2006,1126,1219.3118902321364
697,2007,1126,1147.1516211800247
698,2008,1126,1132.0245124867317
699,2009,1126,1211.8113703818894
700,2010,1126,1222.6075128340672
701,2011,1126,1277.6994268225876
702,2012,1126,1298.7672956005
703,2013,1126,1268.7435256185227
704,2014,1126,1162.1091748059341
705,2015,1126,1143.325095456272
706,2016,1126,1181.4962909396352
707,2017,1126,1135.856537399179
708,2018,1126,1243.6340760743294
709,2002,1127,1315.4515279998607
710,2003,1127,1346.3936423916837
711,2004,1127,1331.1646222660409
712,2005,1127,1342.9133383297724
713,2006,1127,1395.0455739979357
714,2007,1127,1366.166913669898
715,2008,1127,1361.4070186048518
716,2009,1127,1462.9955041886828
717,2010,1127,1380.3488529136491
718,2011,1127,1273.7081592413942
719,2012,1127,1106.4401156181923
720,2013,1127,1020.5937010631982
721,2014,1127,1055.6166999962932
722,2015,1127,1072.0083352610775
723,2016,1127,1132.210763874161
724,2017,1127,1160.7348655218327
725,2018,1127,1190.0695089002907
726,2003,1128,1472.5106637669917
727,2004,1128,1486.408823472623
728,2005,1128,1415.7199268372347
729,2006,1128,1412.9329356951378
730,1985,1129,1487.5364321238203
731,1986,1129,1439.5723818271756
732,1987,1129,1558.0716086707264
733,1988,1129,1672.0064417709664
734,1989,1129,1688.4908623713654
735,1990,1129,1474.704227597462
736,1991,1129,1522.2815696304237
737,1992,1129,1483.422512891191
738,1993,1129,1559.143782962739
739,1994,1129,1535.8328005216977
740,1995,1129,1531.1592589508873
741,1996,1129,1516.3111418658975
742,1997,1129,1558.7956652517769
743,1998,1129,1559.2684824973478
744,1999,1129,1640.0933695115825
745,2000,1129,1558.891552815473
746,2001,1129,1543.1818852922713
747,2002,1129,1512.704180644114
748,2003,1129,1497.7873199291173
749,2004,1129,1642.245336846711
750,2005,1129,1530.1348266108757
751,2006,1129,1513.0064002171825
752,2007,1129,1552.7254006087328
753,2008,1129,1646.0738480713285
754,2009,1129,1601.5623351335414
755,2010,1129,1532.6459726490596
756,2011,1129,1613.7501554422865
757,2012,1129,1551.793256488056
758,2013,1129,1670.7034506208445
759,2014,1129,1694.9171946546626
760,2015,1129,1787.4525052837093
761,2016,1129,1750.889422534191
762,2017,1129,1699.2405723383192
763,2018,1129,1761.5671185542935
764,1985,1130,1589.570855376517
765,1986,1130,1543.4883925915053
766,1987,1130,1495.8006064605984
767,1988,1130,1566.5091709247781
768,1989,1130,1572.9247564190089
769,1990,1130,1495.1075215259154
770,1991,1130,1508.06219989978
771,1992,1130,1606.935780249315
772,1993,1130,1683.4140465660137
773,1994,1130,1756.468552384515
774,1995,1130,1629.4715973294892
775,1996,1130,1714.546905120346
776,1997,1130,1793.2264705256107
777,1998,1130,1709.3506039683143
778,1999,1130,1562.809122454024
779,2000,1130,1566.5815693549937
780,2001,1130,1809.7561164475906
781,2002,1130,1778.7630113464875
782,2003,1130,1791.9288858865632
783,2004,1130,1830.6506140846102
784,2005,1130,1869.4758763176826
785,2006,1130,1914.9146878689655
786,2007,1130,1840.2387772941916
787,2008,1130,1722.842047436627
788,2009,1130,1756.908118767066
789,2010,1130,1715.1361616935299
790,2011,1130,1762.9382071465773
791,2012,1130,1530.364660728152
792,2013,1130,1611.3466027520742
793,2014,1130,1577.5680530239613
794,2015,1130,1615.625939012479
795,2016,1130,1489.908332803565
796,2017,1130,1476.5965073615469
797,2018,1130,1623.415469175769
798,1985,1131,1538.7912288206949
799,1986,1131,1609.0458391325421
800,1987,1131,1608.9665586552824
801,1988,1131,1669.0571647427164
802,1989,1131,1666.6581421287615
803,1990,1131,1605.0864042033813
804,1991,1131,1433.454632357998
805,1992,1131,1314.820571789985
806,1993,1131,1223.0036540733224
807,1994,1131,1268.3762982029803
808,1995,1131,1377.20296503401
809,1996,1131,1478.353091070402
810,1997,1131,1611.1438517578497
811,1998,1131,1581.8460128659083
812,1999,1131,1409.4755053600597
813,2000,1131,1317.06754629717
814,2001,1131,1375.3836952751876
815,2002,1131,1453.1359263969848
816,2003,1131,1500.9683183125885
817,2004,1131,1568.4372722973337
818,2005,1131,1556.2741424967007
819,2006,1131,1458.6284211150673
820,2007,1131,1417.2297286755556
821,2008,1131,1383.3326422842301
822,2009,1131,1434.722318169289
823,2010,1131,1499.4745348047861
824,2011,1131,1516.9802532065569
825,2012,1131,1491.1245555502032
826,2013,1131,1488.0565270578434
827,2014,1131,1530.9325991129317
828,2015,1131,1433.5510891679148
829,2016,1131,1437.2991499157993
830,2017,1131,1434.0813551000606
831,2018,1131,1393.4711850293204
832,1985,1132,1451.3075258335512
