,Seed,OrdinalRank,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,WINPCT,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM_SOS,OppO_SOS,OppD_SOS,AdjEM_NCSOS,Season_ELO,result,Season,WTeamID,LTeamID
17,5,30.0,-0.05930170013414604,-0.04373025552333565,-0.048580273941943836,-0.06031806003902451,-0.05480168968760457,-0.04992103615576582,0.7021781394255413,4.597971503366608,0.4056520067820202,-0.06609537714538372,0.06332258553590986,-0.05208333333333337,-8.709999999999999,-0.3999999999999915,8.399999999999991,6.800000000000004,-0.017,-4.28,-3.700000000000003,0.6000000000000085,-1.2599999999999998,-134.34021033321983,0,2005,1428,1431
18,-5,-39.0,0.008670538403360961,0.012531936663355947,0.008118642995120495,0.021987159212459584,0.021790128901908068,0.014708386591900713,3.5149142065290135,6.093400827464265,0.06757434561173525,0.08852494883556417,0.03821682360481804,0.012235817575083519,1.290000000000001,4.700000000000003,3.3999999999999915,-4.299999999999997,0.07100000000000001,2.74,1.5,-1.2000000000000028,-0.6900000000000001,59.90056458137451,0,2005,1412,1261
19,5,-13.0,-0.05536365450214542,0.004935745357597443,0.03703675361201597,0.026973115019449878,0.026880583114762324,0.020660197017147275,-4.939090197027099,1.8608644697605712,-2.042456592702294,0.05401894384394468,-0.03234741014722853,-0.023809523809523725,-4.73,-2.5,2.299999999999997,0.20000000000000284,-0.0010000000000000009,-2.1999999999999993,-2.0999999999999943,0.09999999999999432,3.51,-55.60675535919927,0,2005,1403,1417
20,1,20.0,-5.990076989215165e-05,-0.035220763920051246,-0.0033623813053302865,0.09841520440998075,0.03796473718567989,0.010448850565495105,0.030113239897488597,-0.49516483048415694,-0.5693750941154292,-0.02372580250120704,-0.08003633332672688,-0.18226600985221675,4.33,0.29999999999999716,-4.200000000000003,0.3999999999999986,-0.148,4.97,3.200000000000003,-1.7000000000000028,-11.83,219.62733715684203,0,2005,1334,1338
21,11,85.0,-0.08564230113068982,-0.03510944112114123,-0.02972168825009902,0.02226507517056664,0.0733336820738913,-0.006021131165784288,5.214685389473871,13.941467508828282,-1.3543992181559794,0.03309046839962548,0.09251993761544453,-0.0845383759733036,-17.12,0.7999999999999972,18.0,4.699999999999989,-0.021000000000000005,-11.2,-6.200000000000003,5.0,0.74,-303.7284175149173,0,2005,1328,1310
22,-1,7.0,-0.01582736251263972,0.03959168625418885,-0.010694254841278922,0.026016142874403014,-0.03469491460977486,0.013162102174770207,8.622438390404653,7.069994186686316,-2.0253489488782197,-0.04230869924882441,-0.002593979555138959,-0.13793103448275867,4.900000000000002,10.099999999999994,5.299999999999997,0.7999999999999972,-0.096,5.52,2.5,-3.0,-2.81,49.581104948540315,0,2005,1305,1400
23,13,92.0,-0.12267110224423561,0.010906674410930628,0.016945953701347383,-0.02722365613976102,-0.055854755665918965,-0.005223786388130924,-3.2868068922927023,9.898340135038225,-0.022412544461023032,0.017052582350836065,0.011996897134253337,-0.12962962962962965,-22.12,-10.200000000000003,11.899999999999991,-0.5,0.067,-12.719999999999999,-5.5,7.200000000000003,4.43,-590.695079685426,0,2005,1246,1184
24,15,162.0,-0.1315337741736985,-0.05676058371064019,0.02283485398818244,-0.003239276230718624,0.027766920552425634,-0.01347833715049035,-13.442406398988197,8.823810841318618,-4.15380864634033,-0.016549012699724974,-0.06242823056568925,-0.3567937438905181,-35.2,-19.599999999999994,15.600000000000009,4.5,0.003999999999999999,-16.04,-7.8999999999999915,8.200000000000003,0.44,-658.4645832493734,0,2005,1228,1192
25,11,62.0,-0.020279997939509187,-0.044261574615557686,0.016861434121502372,-0.04115618790145398,-0.06724058075661338,-0.031806596009630206,-12.286747142331052,-10.367691957588335,-0.8095316557684278,0.004098033244366861,-0.059460706745211644,-0.03448275862068961,-12.91,-17.799999999999997,-4.900000000000006,-3.999999999999993,0.053000000000000005,-11.15,-4.400000000000006,6.799999999999997,0.07999999999999963,-363.9209026601336,0,2005,1211,1457
26,3,35.0,-0.11415794787721523,0.02364792839864499,0.02022447217578327,-0.06554240268594957,-0.0660603979911461,-0.008502250832457925,-4.298738494968205,4.320798104032079,0.9189140061225096,0.02852067112354617,-0.019942253544914412,-0.11794354838709675,-3.259999999999998,-0.5999999999999943,2.700000000000003,0.09999999999999432,-0.028000000000000004,4.029999999999999,1.3000000000000114,-2.6999999999999886,2.78,-115.00400599820273,0,2005,1153,1234
27,9,42.0,0.005316245037104039,0.011174114393386836,0.03389429064451249,-0.04363626336818166,0.005195454340851391,0.004995283895974145,-8.288099995637054,-7.591074355411777,-2.5716088177612804,0.05207720803552851,-0.04797844935786655,-0.1428571428571428,-8.700000000000001,-12.200000000000003,-3.5,3.4000000000000057,-0.044,-8.32,-4.0,4.299999999999997,7.52,-179.09028740022063,0,2005,1130,1335
28,11,68.0,0.09427692675833699,0.06644343551270715,-0.001525755910854243,-0.04948257257802002,0.08519646356957311,0.029078890247201172,6.626673432490264,-4.802177205739213,3.1147601658357686,0.05835584280416861,-0.06596214350606389,-0.04398826979472148,-2.599999999999998,-0.7000000000000028,1.9000000000000057,-7.499999999999993,-0.121,-10.6,-6.5,4.099999999999994,-7.8100000000000005,-171.4665495623276,0,2005,1112,1429
29,15,168.0,-0.06667051932149104,-0.026474991479598753,0.0505207371770586,-0.09456910246892308,0.16951981564326601,0.008554339555130464,-16.836459505024493,-0.2689021979035999,-2.826651236844093,0.05445411554661039,-0.05947646000909679,-0.2672811059907835,-24.91,-20.69999999999999,4.199999999999989,-3.700000000000003,-0.010999999999999996,-12.959999999999999,-7.099999999999994,5.8999999999999915,-2.170000000000001,-429.99099321299695,0,2005,1449,1285
30,-9,1.0,0.005620512468155647,0.010743389542342996,0.012560777375636822,0.06606339070678907,0.06414378691783074,0.030271796339878698,2.0877504772441853,2.9559377177987614,-0.8654639495458127,-0.10196506583270604,-0.04076792003308338,0.018181818181818188,7.450000000000001,4.299999999999997,-3.0999999999999943,1.0999999999999943,-0.03,8.0,6.099999999999994,-1.9000000000000057,-9.68,359.6433919220856,0,2005,1436,1393
31,7,71.0,-0.01902212922022739,0.07537582189300795,0.022788348540766307,-0.08920219147876757,0.0714853016827367,0.02872977284905176,1.6385942364452433,3.0609673386626923,2.7101562567148036,0.043947591439373546,-0.04991267265899724,0.04783092324805338,-9.48,-1.9000000000000057,7.599999999999994,-1.5999999999999943,0.052000000000000005,-9.620000000000001,-4.5,5.200000000000003,-9.799999999999999,-133.48199753083804,0,2005,1437,1307
32,5,18.0,-0.019735582161965803,0.041117186435150166,0.0008589952130499678,-0.03906842032933411,-0.05583836732587377,0.0004721842125747222,3.7172173647304874,6.439934671878348,2.3018655370916594,-0.027161858673168005,0.03312682123965993,-0.06666666666666665,-7.449999999999999,0.20000000000000284,7.700000000000003,1.7000000000000028,-0.07700000000000001,-4.8,-2.700000000000003,2.0,-0.17999999999999994,-275.6215333676571,0,2005,1458,1320
33,-4,-15.0,-0.0007119576841542186,-0.027982238411317084,-0.013543829551584202,-0.013964799555528873,0.05604953715312949,-0.008964382090559275,-3.9902593990305917,-1.7711985333520488,-4.824680942534803,-0.10089771140740922,-0.06513329691873737,0.04761904761904767,1.7399999999999984,-4.0,-5.700000000000003,1.8999999999999915,0.011,3.000000000000001,2.5,-0.5,4.69,162.6273145480843,0,2005,1277,1181
34,4,10.0,-0.04604844440207978,-0.0511026759205121,-0.025757517113804224,0.018871623155691464,-0.08686789566930675,-0.03613630936591361,-3.8396716704477996,2.8104147485868936,-3.916039008378199,-0.05227218033659298,-0.0035763467338746358,-0.1123470522803115,-7.7500000000000036,-7.799999999999997,0.0,-6.099999999999994,-0.065,-2.4800000000000004,-0.7999999999999972,1.6000000000000085,-5.1499999999999995,-129.94447122056636,0,2005,1314,1437
35,4,69.0,-0.020070767165903947,0.03345664107247037,0.00531784880288616,0.015932797740652815,0.01774141844374999,0.020559890944402803,6.4520191663265365,6.62575118065493,1.5915629748332396,-0.10104493477534282,0.031577485735771904,-0.13958333333333328,-1.879999999999999,3.0,4.8999999999999915,0.30000000000000426,-0.10400000000000001,-0.1899999999999995,-0.20000000000000284,0.0,-5.09,-43.32779826598312,0,2005,1458,1301
36,2,5.0,-0.07342276750251953,-0.03550351858825174,0.031786829357095925,0.05209988276162214,0.0058909276506771135,0.005048915603899251,-7.323673740424198,5.51006372131171,-3.278665498131538,-0.04288491731580901,0.03847673663673212,-0.1515151515151515,-10.46,-5.599999999999994,4.900000000000006,4.5,0.034,-0.040000000000000924,0.5,0.6000000000000085,3.02,-104.8040627773812,0,2005,1228,1112
37,3,51.0,-0.17826630636825347,-0.023438259075476142,-0.02345899722558062,-0.07308270213031204,-0.12191400651778017,-0.048143694340315124,-6.243720516196774,11.91258076668602,1.705040795065056,-0.018779433945192547,0.0055131932982720455,-0.19354838709677424,-10.780000000000001,-4.700000000000003,6.099999999999994,-2.6999999999999957,0.03699999999999999,2.7200000000000006,2.5,-0.20000000000000284,-5.300000000000001,-199.1766850689255,0,2005,1257,1452
38,-3,-9.0,-0.005321475081630278,-0.03671243725697848,-0.011886456371577814,-0.02594570301474597,0.005930507279236885,-0.02195615350674951,-8.442000890836553,-3.857357106831543,-2.5424974312354305,-0.06612292514285567,-0.11459070024492102,0.04761904761904767,-1.5700000000000003,-6.700000000000003,-5.099999999999994,0.19999999999998863,0.045,0.96,0.9000000000000057,0.0,0.4700000000000002,99.40211955172776,0,2005,1277,1246
39,5,14.0,-0.08197623131402876,-0.05255909610350451,-0.029087758979538053,-0.08450717948877179,-0.072760459323164,-0.056111082982515326,-10.253638491646072,2.6618107989983315,-2.465021011340509,0.0503237520887958,-0.06927242286748891,-0.1376344086021506,-11.960000000000004,-10.5,1.5,-10.299999999999997,0.031000000000000003,-1.4000000000000004,-0.20000000000000284,1.2000000000000028,-2.9899999999999998,-75.01715505774655,0,2005,1314,1458
40,3,14.0,0.04618343486288101,-0.013176354213988772,0.033070572872522463,0.0239610235965671,0.12852683716190716,0.02706833182613466,-3.876921043170654,-1.8883661439097494,-3.355907050444401,-0.021379171622876947,0.014053382406137516,-0.09872922776148585,-6.899999999999999,-3.5,3.4000000000000057,2.200000000000003,0.052,-1.7400000000000002,-1.2000000000000028,0.6000000000000085,-2.34,-132.45312587854778,0,2005,1228,1257
41,4,16.0,-0.017215670725525545,-0.00394568947529117,-0.007988128330382316,-0.009849877672304774,-0.09183424479653979,-0.01932042012665397,0.8378591261332531,2.8451228778626074,0.9447057059683068,0.04041931127792908,0.04172761099570954,-0.08525345622119818,-7.100000000000001,-2.799999999999997,4.299999999999997,-6.699999999999989,-0.024,-3.750000000000001,-1.7000000000000028,2.0,-7.4399999999999995,-60.25388193813478,0,2005,1314,1277
42,0,-1.0,4.1367919902168815e-05,0.003858662375674893,-0.04044162839335286,-0.052684439656158155,-0.1562524519347822,-0.04254169786951717,2.720927546100043,0.11366399633568847,2.0292382843967722,0.005611396328311868,-0.009373975476308916,0.09872922776148585,-0.09000000000000341,-0.20000000000000284,-0.10000000000000853,-9.0,-0.018,-3.4800000000000004,-1.4000000000000057,2.0,-3.9499999999999997,75.43253907112853,0,2005,1314,1228
43,-3,-11.0,-0.11226876315665624,-0.008361387238615126,-0.013078649232003636,0.04742758235729183,-0.10073046050332946,-0.0122382698074881,1.2302485878094274,9.431917087311163,1.5021817408696165,-0.027470086456942155,-0.011743767320105847,-0.032258064516129004,-3.6000000000000014,1.7999999999999972,5.400000000000006,5.6000000000000085,0.015,2.1899999999999995,1.4000000000000057,-0.7999999999999972,8.76,-47.08820255373098,0,2005,1257,1449
44,11,52.0,-0.06900632432091569,-0.05768764914671187,0.025031170722847745,0.02196588012596512,0.06490052517872913,-0.002689012175970451,-11.645678193837824,1.4661603465661983,-5.549133507035462,-0.04563281693046162,-0.032070291699509146,-0.15488215488215495,-17.990000000000002,-12.200000000000003,5.800000000000011,4.700000000000003,0.086,-5.85,-2.700000000000003,3.200000000000003,7.32,-313.1938742389782,0,2005,1228,1454
45,-1,-1.0,0.03157460252765376,0.03484484748603678,-0.00023397074088368774,-0.028330346783238092,0.05312742954423316,0.016182491384181097,5.1607391127737685,1.077366613517583,1.191771228595119,0.03262286995267605,0.007406435698376512,-0.025078369905956133,2.8000000000000007,4.5,1.7000000000000028,-2.3999999999999915,-0.042,1.4700000000000006,0.20000000000000284,-1.2999999999999972,1.7000000000000002,6.766933739768774,0,2005,1112,1329
46,8,43.0,0.025779629234755963,0.012157377493439037,0.06257363186718509,0.004161747425637463,0.06244480867462732,0.030705429750493507,-6.166269062655715,-3.031759953930589,-0.3508549570294104,-0.06813066938963208,0.019818621113016133,-0.023655913978494536,-14.119999999999997,-9.799999999999997,4.3999999999999915,0.30000000000000426,0.020999999999999998,-12.58,-7.099999999999994,5.400000000000006,1.0099999999999998,-412.9779422638794,0,2005,1458,1137
47,-1,12.0,0.03897670824020871,0.049192932751373486,0.014769365857401934,-0.06124759813090769,0.04339535729533406,0.017629298533018423,2.1208224666897735,-1.191186777106367,2.3886772525371747,0.07408700981092964,-0.030701278807642174,0.008045977011494343,-1.0899999999999999,1.7000000000000028,2.799999999999997,-1.7999999999999972,0.027000000000000003,-2.0300000000000002,-1.3000000000000114,0.7999999999999972,-3.4099999999999997,100.4899221516589,0,2005,1437,1196
48,5,9.0,-0.05455225398049168,-0.058942889319597125,-0.004316358940668397,-0.024307587490311755,-0.09173627019624464,-0.043278203490504985,-12.22868299221318,-4.6880920881258845,-2.301624889952736,-0.020578592918599314,-0.039437096604895916,-0.0118534482758621,-8.27,-12.100000000000009,-3.799999999999997,-2.8000000000000043,0.03,-3.49,-1.2999999999999972,2.1999999999999886,-0.8600000000000003,-175.21575190153976,0,2005,1329,1356
49,8,59.0,-0.11965809202254007,-0.08470270741752883,-0.021558798478649527,-0.06684910937912625,-0.09969402648005754,-0.06759470843450782,-16.450130333728424,1.8101370296613482,-2.2685957624663313,-0.027884126200646286,-0.03071022168896953,-0.25027808676307006,-19.750000000000004,-19.400000000000006,0.3999999999999915,-6.299999999999997,-0.008,-4.420000000000001,-1.2000000000000028,3.200000000000003,-7.32,-271.4099090953482,0,2005,1314,1235
50,-8,-72.0,0.07413203170111682,-0.03344844837400984,0.015670929935011207,0.08894451202344889,0.025367747135919938,0.012132417609226731,-3.0421408754052237,-7.62809269355165,0.02090608895487378,0.0513991327271518,-0.016043601041032085,0.16487068965517238,3.0100000000000016,-2.9000000000000057,-5.8999999999999915,7.499999999999993,0.031,-1.5300000000000011,0.20000000000000284,1.7000000000000028,2.78,84.17239073173778,0,2005,1301,1163
51,8,3.0,-0.04469689390107123,-0.03729545938982404,-0.022887325785886176,-0.046175774878848996,-0.03595627748878788,-0.03526861180148905,-6.232190212379052,-0.7329754453000419,-1.5099011938224116,0.008949084223845882,-0.06794204954323502,0.014285714285714346,-12.140000000000002,-8.400000000000006,3.799999999999997,-1.7000000000000028,0.045,-9.6,-6.299999999999997,3.3000000000000114,8.290000000000001,-362.4600748760404,0,2005,1277,1436
52,1,21.0,-0.09845394400239715,-0.04382172061456813,0.0068885111751517125,-0.01905196747031096,-0.04212886378981873,-0.025936283514574388,-10.95889584424458,2.0414130312477,-1.1691177363705592,-0.004799151303142679,-0.060815663615762405,-0.23763440860215057,-6.550000000000001,-9.599999999999994,-3.0,2.299999999999997,-0.08299999999999999,4.49,2.8000000000000114,-1.7000000000000028,-2.8400000000000003,-51.76665842931561,0,2005,1257,1210
53,8,25.0,-0.07258934066888345,-0.032349204991450164,0.020937613415700246,0.03337502139052362,-0.0015726758268726493,-0.0012661757385810657,-8.257932796518688,3.115236502563363,0.8311877295535837,0.07663149531075386,-0.047336243193441985,-0.14583333333333337,-12.16,-6.400000000000006,5.700000000000003,-0.20000000000000284,0.04,-4.4,-2.5999999999999943,1.8000000000000114,-3.35,-222.2988476341393,0,2005,1181,1280
54,-8,-46.0,0.016150658814244268,-0.016617123246669363,-0.007113720843568649,0.036991802742051494,0.05820126398184022,0.007703270636126469,2.3486142319804912,3.94322805947715,3.8501399109751784,0.002183421173261424,0.014700770498615512,0.042328042328042326,3.610000000000001,4.200000000000003,0.5999999999999943,-4.0,-0.0010000000000000009,4.289999999999999,1.2000000000000028,-3.0999999999999943,-11.84,113.46892432136019,0,2005,1454,1130
55,-5,-66.0,0.0820727471372632,0.031466306606628636,0.0165494122877545,0.10263146906816528,0.15704302868422892,0.06080662383085733,8.924918649330962,0.2994701526676522,-2.2849987185954213,0.027094130378370385,-0.06669584252796823,0.16129032258064524,9.86,10.200000000000003,0.4000000000000057,5.300000000000004,-0.03599999999999999,1.799999999999999,-0.19999999999998863,-2.0,12.2,240.9217661474097,0,2005,1452,1448
56,7,15.0,0.025484091618851235,0.021666678750286605,0.02454058172564036,-0.07123032241316124,0.0709865231289844,0.011203730918240062,-4.194274332670702,-1.4936768423262947,-0.9359759019034968,0.055962397675509146,0.015831714998941204,0.05784204671857618,-8.1,-6.099999999999994,2.0999999999999943,-8.300000000000004,0.031,-7.949999999999999,-4.400000000000006,3.5,-4.99,-158.54437119780596,0,2005,1449,1334
57,-3,-10.0,-0.03416437003533623,-0.01776513237468902,-0.03146710492968971,-0.016706545079319346,-0.11326429433490048,-0.035303782348396984,0.6638049546101144,-0.4466709359315644,-0.38522716818624403,-0.06938648400689373,-0.06459271853487858,-0.05913978494623662,2.2200000000000024,1.3000000000000114,-0.9000000000000057,6.300000000000004,-0.038,4.08,1.5999999999999943,-2.5,4.13,61.17014688523568,0,2005,1428,1328
58,-3,-32.0,0.033288050881968845,0.04239159797855885,0.012194931597860836,0.05184514179358318,0.11741011868612933,0.047985918252524684,8.113800636277915,4.058111970713085,-0.3882844404961574,0.056010752304930245,-0.014066260975975964,0.1954022988505747,2.4099999999999984,9.0,6.6000000000000085,-1.9000000000000057,-0.025000000000000005,-5.47,-4.799999999999997,0.5999999999999943,6.12,136.04353929099443,0,2005,1403,1211
59,5,8.0,0.04274355954886244,-0.019168072433227323,-0.0031460673036247944,0.03063242197060345,0.10273352610335462,0.013082767510426752,1.7497254122990427,2.1502292279689357,-0.6335456351665965,-0.012720056962937099,0.03740471799643341,-0.05913978494623662,-3.6700000000000017,-0.5,3.0999999999999943,1.4000000000000057,-0.038,-3.369999999999999,-1.8000000000000114,1.5,3.33,-134.31025199657392,0,2005,1246,1153
60,8,24.0,-0.0376635908419356,-0.07459164732216084,0.04036946701292815,0.021615517561797137,0.16488152989078825,0.00931104082034534,-15.663713766223225,0.4562345024287566,-3.5372593961712884,0.014589443003534708,-0.023865042029062367,-0.17659352142110762,-20.57,-18.299999999999997,2.200000000000003,1.6000000000000085,0.052,-7.0600000000000005,-2.799999999999997,4.300000000000011,0.03999999999999998,-276.7645695988931,0,2005,1228,1305
61,8,56.0,-0.032501298836257186,-0.017380718489076075,-0.017362189201769213,-0.07401146595519376,0.07884200530923613,-0.014268827090726077,-4.3904416758934985,1.339055069284072,-0.4880258177208532,-0.034933367149266425,-0.06834463834727478,-0.1407624633431086,-9.709999999999999,-7.5,2.200000000000003,2.4000000000000057,-0.028000000000000004,-3.369999999999999,-2.299999999999997,1.0,-2.0,-200.45076140843616,0,2005,1112,1412
62,0,18.0,0.06585518174642507,-0.05254566414989037,0.02326303570312027,-0.02853306939895367,0.055466776783021754,-0.012589104096513593,-13.613617001451132,-19.95468420257575,-2.6505700442652707,-0.01312087063132883,-0.04522682456163862,0.1724137931034483,-11.290000000000001,-17.599999999999994,-6.3999999999999915,7.599999999999994,-0.0010000000000000009,-16.509999999999998,-12.799999999999997,3.700000000000003,-13.229999999999999,-131.5012298033928,0,2005,1324,1105
63,4,11.0,0.0083327066902531,0.04191651240894012,0.040765263434107385,0.039382783584579695,0.09121074348610358,0.04851608906193444,3.485845630317044,3.701317761031831,1.049774909529793,0.08214150939596931,0.06599107454088649,0.0,-3.770000000000003,0.09999999999999432,3.799999999999997,-7.499999999999993,0.0,-5.25,-2.0,3.200000000000003,-1.33,-178.90663467694458,0,2005,1246,1428
64,-1,-26.0,0.05838926702592662,-0.017015109536933415,0.0036391369496595605,0.03580954052934887,0.058907446616028314,0.010101765520915573,0.12520103993340115,-3.5461439438308986,-1.0354762775269535,-0.01640707830569632,0.010294591181804869,-0.010752688172043001,0.47000000000000064,-3.799999999999997,-4.299999999999997,5.399999999999999,-0.044999999999999984,-0.21000000000000085,0.20000000000000284,0.4000000000000057,3.39,53.16076860918906,0,2005,1452,1403
